time,equity
2024-11-03 14:30:00,10000.00
2024-11-04 03:00:00,10000.00
2024-11-04 15:30:00,10000.00
2024-11-05 04:00:00,10000.00
2024-11-05 16:30:00,10000.00
2024-11-06 05:00:00,10000.00
2024-11-06 17:30:00,10000.00
2024-11-07 06:00:00,10000.00
2024-11-07 18:30:00,10000.00
2024-11-08 07:00:00,10000.00
2024-11-08 19:30:00,10000.00
2024-11-09 08:00:00,10000.00
2024-11-09 20:30:00,10000.00
2024-11-10 09:00:00,10000.00
2024-11-10 21:30:00,10000.00
2024-11-11 10:00:00,10000.00
2024-11-11 22:30:00,10000.00
2024-11-12 11:00:00,10000.00
2024-11-12 23:30:00,10000.00
2024-11-13 12:00:00,10000.00
2024-11-14 00:30:00,10000.00
2024-11-14 13:00:00,10000.00
2024-11-15 01:30:00,10000.00
2024-11-15 14:00:00,10000.00
2024-11-16 02:30:00,10000.00
2024-11-16 15:00:00,10000.00
2024-11-17 03:30:00,10000.00
2024-11-17 16:00:00,10000.00
2024-11-18 04:30:00,10000.00
2024-11-18 17:00:00,10000.00
2024-11-19 05:30:00,10000.00
2024-11-19 18:00:00,10000.00
2024-11-20 06:30:00,10000.00
2024-11-20 19:00:00,10000.00
2024-11-21 07:30:00,10000.00
2024-11-21 20:00:00,10000.00
2024-11-22 08:30:00,10000.00
2024-11-22 21:00:00,10000.00
2024-11-23 09:30:00,10000.00
2024-11-23 22:00:00,10000.00
2024-11-24 10:30:00,10000.00
2024-11-24 23:00:00,10000.00
2024-11-25 11:30:00,10000.00
2024-11-26 00:00:00,10000.00
2024-11-26 12:30:00,10000.00
2024-11-27 01:00:00,10000.00
2024-11-27 13:30:00,10000.00
2024-11-28 02:00:00,10000.00
2024-11-28 14:30:00,10000.00
2024-11-29 03:00:00,10000.00
2024-11-29 15:30:00,10000.00
2024-11-30 04:00:00,10000.00
2024-11-30 16:30:00,10000.00
2024-12-01 05:00:00,10000.00
2024-12-01 17:30:00,10000.00
2024-12-02 06:00:00,10000.00
2024-12-02 18:30:00,10000.00
2024-12-03 07:00:00,10000.00
2024-12-03 19:30:00,10000.00
2024-12-04 08:00:00,10000.00
2024-12-04 20:30:00,10000.00
2024-12-05 09:00:00,10000.00
2024-12-05 21:30:00,10000.00
2024-12-06 10:00:00,10000.00
2024-12-06 22:30:00,10000.00
2024-12-07 11:00:00,10000.00
2024-12-07 23:30:00,10000.00
2024-12-08 12:00:00,10000.00
2024-12-09 00:30:00,10000.00
2024-12-09 13:00:00,10000.00
2024-12-10 01:30:00,10000.00
2024-12-10 14:00:00,10000.00
2024-12-11 02:30:00,10000.00
2024-12-11 15:00:00,10000.00
2024-12-12 03:30:00,10000.00
2024-12-12 16:00:00,10000.00
2024-12-13 04:30:00,10000.00
2024-12-13 17:00:00,10000.00
2024-12-14 05:30:00,10000.00
2024-12-14 18:00:00,10000.00
2024-12-15 06:30:00,10000.00
2024-12-15 19:00:00,10000.00
2024-12-16 07:30:00,10000.00
2024-12-16 20:00:00,10000.00
2024-12-17 08:30:00,10000.00
2024-12-17 21:00:00,10000.00
2024-12-18 09:30:00,10000.00
2024-12-18 22:00:00,10000.00
2024-12-19 10:30:00,10000.00
2024-12-19 23:00:00,10000.00
2024-12-20 11:30:00,10000.00
2024-12-21 00:00:00,10000.00
2024-12-21 12:30:00,10000.00
2024-12-22 01:00:00,10000.00
2024-12-22 13:30:00,10000.00
2024-12-23 02:00:00,10000.00
2024-12-23 14:30:00,10000.00
2024-12-24 03:00:00,10000.00
2024-12-24 15:30:00,10000.00
2024-12-25 04:00:00,10000.00
2024-12-25 16:30:00,10000.00
2024-12-26 05:00:00,10000.00
2024-12-26 17:30:00,10000.00
2024-12-27 06:00:00,10000.00
2024-12-27 18:30:00,10000.00
2024-12-28 07:00:00,10000.00
2024-12-28 19:30:00,10000.00
2024-12-29 08:00:00,10000.00
2024-12-29 20:30:00,10000.00
2024-12-30 09:00:00,10000.00
2024-12-30 21:30:00,10000.00
2024-12-31 10:00:00,10000.00
2024-12-31 22:30:00,10000.00
2025-01-01 11:00:00,10000.00
2025-01-01 23:30:00,10000.00
2025-01-02 12:00:00,10000.00
2025-01-03 00:30:00,10000.00
2025-01-03 13:00:00,10000.00
2025-01-04 01:30:00,10000.00
2025-01-04 14:00:00,10000.00
2025-01-05 02:30:00,10000.00
2025-01-05 15:00:00,10000.00
2025-01-06 03:30:00,10000.00
2025-01-06 16:00:00,10000.00
2025-01-07 04:30:00,10000.00
2025-01-07 17:00:00,10000.00
2025-01-08 05:30:00,10000.00
2025-01-08 18:00:00,10000.00
2025-01-09 06:30:00,10000.00
2025-01-09 19:00:00,10000.00
2025-01-10 07:30:00,10000.00
2025-01-10 20:00:00,10000.00
2025-01-11 08:30:00,10000.00
2025-01-11 21:00:00,10000.00
2025-01-12 09:30:00,10000.00
2025-01-12 22:00:00,10000.00
2025-01-13 10:30:00,10000.00
2025-01-13 23:00:00,10000.00
2025-01-14 11:30:00,10000.00
2025-01-15 00:00:00,10000.00
2025-01-15 12:30:00,10000.00
2025-01-16 01:00:00,10000.00
2025-01-16 13:30:00,10000.00
2025-01-17 02:00:00,10000.00
2025-01-17 14:30:00,10000.00
2025-01-18 03:00:00,10000.00
2025-01-18 15:30:00,10000.00
2025-01-19 04:00:00,10000.00
2025-01-19 16:30:00,10008.56
2025-01-20 05:00:00,10008.56
2025-01-20 17:30:00,10008.56
2025-01-21 06:00:00,10008.56
2025-01-21 18:30:00,10008.56
2025-01-22 07:00:00,10008.56
2025-01-22 19:30:00,10008.56
2025-01-23 08:00:00,10008.56
2025-01-23 20:30:00,10008.56
2025-01-24 09:00:00,9999.87
2025-01-24 21:30:00,9999.87
2025-01-25 10:00:00,9999.87
2025-01-25 22:30:00,9999.87
2025-01-26 11:00:00,9999.87
2025-01-26 23:30:00,9999.87
2025-01-27 12:00:00,9999.87
