id,symbol,direction,entry_time,entry_price,exit_time,exit_price,pnl,pnl_percent,exit_reason,patterns
15,BTC-USDT,short,2024-11-06 23:00:00,75622.70,2024-11-07 06:00:00,74605.79,13.61,1.34,tp_hit,three_black_crows
16,BTC-USDT,short,2024-11-07 02:00:00,75290.70,2024-11-07 06:00:00,74457.09,11.20,1.11,tp_hit,engulfing
17,BTC-USDT,long,2024-11-07 08:00:00,75062.20,2024-11-07 14:45:00,74598.77,-6.26,-0.62,sl_hit,engulfing
20,BTC-USDT,short,2024-11-08 02:00:00,75804.20,2024-11-08 10:45:00,76308.90,-6.75,-0.67,sl_hit,evening_star
19,BTC-USDT,short,2024-11-07 23:00:00,75809.90,2024-11-08 15:15:00,76367.79,-7.46,-0.74,sl_hit,doji|engulfing
21,BTC-USDT,short,2024-11-08 11:00:00,76163.30,2024-11-08 15:30:00,76533.53,-4.92,-0.49,sl_hit,engulfing
23,BTC-USDT,long,2024-11-08 23:00:00,76417.10,2024-11-09 17:00:00,75977.09,-5.82,-0.58,sl_hit,engulfing
22,BTC-USDT,short,2024-11-08 20:00:00,76695.10,2024-11-09 17:15:00,75798.89,11.82,1.17,tp_hit,engulfing|evening_star
24,BTC-USDT,long,2024-11-09 17:00:00,75866.10,2024-11-09 17:45:00,76197.56,4.42,0.44,tp_hit,hammer
25,BTC-USDT,long,2024-11-09 23:00:00,76627.60,2024-11-10 00:45:00,77034.83,5.38,0.53,tp_hit,three_white_soldiers
18,BTC-USDT,long,2024-11-07 17:00:00,76089.10,2024-11-10 02:15:00,77188.71,14.64,1.45,tp_hit,engulfing
27,BTC-USDT,long,2024-11-10 11:00:00,79770.10,2024-11-10 12:00:00,79332.63,-5.56,-0.55,sl_hit,three_white_soldiers
26,BTC-USDT,long,2024-11-10 08:00:00,78967.90,2024-11-10 17:30:00,80305.19,17.18,1.69,tp_hit,morning_star
28,BTC-USDT,long,2024-11-10 17:00:00,79686.80,2024-11-10 17:30:00,80418.86,9.31,0.92,tp_hit,three_white_soldiers
29,BTC-USDT,long,2024-11-11 02:00:00,81320.60,2024-11-11 05:45:00,80450.84,-10.87,-1.07,sl_hit,three_white_soldiers
30,BTC-USDT,long,2024-11-11 08:00:00,81199.10,2024-11-11 10:15:00,82163.11,12.05,1.19,tp_hit,three_white_soldiers
31,BTC-USDT,long,2024-11-11 11:00:00,81884.50,2024-11-11 15:00:00,82767.06,10.96,1.08,tp_hit,three_white_soldiers
32,BTC-USDT,long,2024-11-11 14:00:00,81727.40,2024-11-11 15:00:00,82748.81,12.70,1.25,tp_hit,engulfing
33,BTC-USDT,long,2024-11-11 17:00:00,84638.90,2024-11-11 19:00:00,86498.34,22.38,2.20,tp_hit,three_white_soldiers
34,BTC-USDT,long,2024-11-11 20:00:00,87206.00,2024-11-11 23:00:00,89219.81,23.58,2.31,tp_hit,three_white_soldiers
35,BTC-USDT,long,2024-11-11 23:00:00,89545.70,2024-11-12 00:00:00,87878.44,-19.06,-1.86,sl_hit,three_white_soldiers
