timestamp,balance,equity,drawdown
2024-11-24 15:30:00,9995.52655159436,9995.52655159436,0.044734484056407384
2024-11-26 16:30:00,9998.479252859566,9998.479252859566,0.015207471404337411
2024-11-27 14:30:00,9995.829658856701,9995.829658856701,0.04170341143299083
2024-11-30 10:45:00,9996.88827535739,9996.88827535739,0.031117246426092607
2024-11-30 19:00:00,9995.003236977778,9995.003236977778,0.04996763022221785
2024-12-02 08:15:00,9991.260461991305,9991.260461991305,0.0873953800869458
2024-12-04 20:00:00,9986.397880285333,9986.397880285333,0.13602119714667424
2024-12-05 15:45:00,9991.299950048293,9991.299950048293,0.08700049951707116
2024-12-06 01:30:00,9995.185446282656,9995.185446282656,0.048145537173440965
2024-12-06 08:15:00,9993.60054372291,9993.60054372291,0.06399456277089485
2024-12-06 18:15:00,9998.903901735634,9998.903901735634,0.010960982643664465
2024-12-09 07:15:00,9992.695361478764,9992.695361478764,0.07304638521236484
2024-12-09 14:45:00,9989.745747221761,9989.745747221761,0.1025425277823888
2024-12-11 15:30:00,9982.93315340068,9982.93315340068,0.17066846599320343
2024-12-13 02:15:00,9980.518095211093,9980.518095211093,0.19481904788906831
2024-12-15 23:15:00,9987.777301641148,9987.777301641148,0.1222269835885163
2024-12-18 02:00:00,9988.623923321356,9988.623923321356,0.11376076678643586
2024-12-19 10:00:00,9993.689249578469,9993.689249578469,0.06310750421531339
2024-12-19 14:45:00,9990.520596771472,9990.520596771472,0.094794032285281
2024-12-19 18:15:00,9996.429910309544,9996.429910309544,0.035700896904563705
2024-12-20 13:30:00,10003.278976205287,10003.278976205287,0.0
2024-12-20 15:30:00,10000.176952603044,10000.176952603044,0.03101006789495688
2024-12-22 14:30:00,9997.701351297132,9997.701351297132,0.05575796617711985
2024-12-24 15:00:00,9993.083149589107,9993.083149589107,0.10192484524757113
2024-12-26 08:30:00,9987.724945008484,9987.724945008484,0.15548932738756607
2024-12-27 09:15:00,9985.021400137024,9985.021400137024,0.18251591414867208
2024-12-27 15:15:00,9979.814992473155,9979.814992473155,0.2345629246964474
2024-12-30 17:45:00,9980.753949891687,9980.753949891687,0.22517642832095833
2024-12-31 13:45:00,9973.705554779948,9973.705554779948,0.2956372754942148
2024-12-31 23:00:00,9969.147406437301,9969.147406437301,0.3412038177598976
2025-01-02 00:45:00,9965.047305046788,9965.047305046788,0.3821913919369874
2025-01-06 05:15:00,9974.10501636555,9974.10501636555,0.29164396903389245
2025-01-07 15:00:00,9974.091144290522,9974.091144290522,0.2917826443128724
2025-01-08 17:30:00,9980.59777572576,9980.59777572576,0.2267376580567042
2025-01-13 15:15:00,9983.482234639036,9983.482234639036,0.19790252389583307
2025-01-13 21:45:00,9978.449801417983,9978.449801417983,0.24821036028651655
2025-01-16 14:45:00,9980.163321264044,9980.163321264044,0.23108077857498144
2025-01-18 04:15:00,9984.99939060633,9984.99939060633,0.18273593731054136
2025-01-20 00:45:00,9977.115348832427,9977.115348832427,0.2615505119380873
2025-01-20 06:45:00,9968.316609892205,9968.316609892205,0.3495090599417157
2025-01-20 12:15:00,9962.380049024785,9962.380049024785,0.4088552091547988
2025-01-20 17:45:00,9951.224780939332,9951.224780939332,0.5203713241405735
2025-01-27 13:00:00,9957.134769201475,9957.134769201475,0.4612908138778774
2025-01-27 21:15:00,9953.12261539759,9953.12261539759,0.5013992004722065
2025-01-31 18:30:00,9956.828779776288,9956.828779776288,0.4643497051265892
